Font: cinecaption  Style: Regular
Point Size: 57   SP/PD Ratio: 8.8%

Characters included: 4288/7145
Missing characters: 2857
Excluded characters: 0

Characters missing from font file:
----------------------------------------
ID: 12316	Hex: 301C	Char [〜]
ID: 31681	Hex: 7BC1	Char [篁]
ID: 31692	Hex: 7BCC	Char [篌]
ID: 31695	Hex: 7BCF	Char [篏]
ID: 31668	Hex: 7BB4	Char [箴]
ID: 31686	Hex: 7BC6	Char [篆]
ID: 32002	Hex: 7D02	Char [紂]
ID: 32028	Hex: 7D1C	Char [紜]
ID: 32021	Hex: 7D15	Char [紕]
ID: 32010	Hex: 7D0A	Char [紊]
ID: 32069	Hex: 7D45	Char [絅]
ID: 32075	Hex: 7D4B	Char [絋]
ID: 32046	Hex: 7D2E	Char [紮]
ID: 32050	Hex: 7D32	Char [紲]
ID: 32063	Hex: 7D3F	Char [紿]
ID: 32053	Hex: 7D35	Char [紵]
ID: 32115	Hex: 7D73	Char [絳]
ID: 32086	Hex: 7D56	Char [絖]
ID: 32078	Hex: 7D4E	Char [絎]
ID: 32114	Hex: 7D72	Char [絲]
ID: 32104	Hex: 7D68	Char [絨]
ID: 32110	Hex: 7D6E	Char [絮]
ID: 32079	Hex: 7D4F	Char [絏]
ID: 32099	Hex: 7D63	Char [絣]
ID: 32147	Hex: 7D93	Char [經]
ID: 32137	Hex: 7D89	Char [綉]
ID: 32091	Hex: 7D5B	Char [絛]
ID: 32143	Hex: 7D8F	Char [綏]
ID: 32125	Hex: 7D7D	Char [絽]
ID: 32155	Hex: 7D9B	Char [綛]
ID: 32174	Hex: 7DAE	Char [綮]
ID: 32163	Hex: 7DA3	Char [綣]
ID: 32181	Hex: 7DB5	Char [綵]
ID: 32199	Hex: 7DC7	Char [緇]
ID: 32189	Hex: 7DBD	Char [綽]
ID: 32581	Hex: 7F45	Char [罅]
ID: 32588	Hex: 7F4C	Char [罌]
ID: 32589	Hex: 7F4D	Char [罍]
ID: 32590	Hex: 7F4E	Char [罎]
ID: 32592	Hex: 7F50	Char [罐]
ID: 32593	Hex: 7F51	Char [网]
ID: 32597	Hex: 7F55	Char [罕]
ID: 32596	Hex: 7F54	Char [罔]
ID: 32600	Hex: 7F58	Char [罘]
ID: 32607	Hex: 7F5F	Char [罟]
ID: 32616	Hex: 7F68	Char [罨]
ID: 32617	Hex: 7F69	Char [罩]
ID: 32615	Hex: 7F67	Char [罧]
ID: 32632	Hex: 7F78	Char [罸]
ID: 32642	Hex: 7F82	Char [羂]
ID: 32646	Hex: 7F86	Char [羆]
ID: 32643	Hex: 7F83	Char [羃]
ID: 32648	Hex: 7F88	Char [羈]
ID: 32647	Hex: 7F87	Char [羇]
ID: 32660	Hex: 7F94	Char [羔]
ID: 32670	Hex: 7F9E	Char [羞]
ID: 32669	Hex: 7F9D	Char [羝]
ID: 32675	Hex: 7FA3	Char [羣]
ID: 32687	Hex: 7FAF	Char [羯]
ID: 32690	Hex: 7FB2	Char [羲]
ID: 32697	Hex: 7FB9	Char [羹]
ID: 32686	Hex: 7FAE	Char [羮]
ID: 32694	Hex: 7FB6	Char [羶]
ID: 38539	Hex: 968B	Char [隋]
ID: 33094	Hex: 8146	Char [腆]
ID: 33107	Hex: 8153	Char [腓]
ID: 33105	Hex: 8151	Char [腑]
ID: 33020	Hex: 80FC	Char [胼]
ID: 33137	Hex: 8171	Char [腱]
ID: 33134	Hex: 816E	Char [腮]
ID: 33125	Hex: 8165	Char [腥]
ID: 33126	Hex: 8166	Char [腦]
ID: 33140	Hex: 8174	Char [腴]
ID: 33155	Hex: 8183	Char [膃]
ID: 33160	Hex: 8188	Char [膈]
ID: 33162	Hex: 818A	Char [膊]
ID: 33152	Hex: 8180	Char [膀]
ID: 33154	Hex: 8182	Char [膂]
ID: 33184	Hex: 81A0	Char [膠]
ID: 33173	Hex: 8195	Char [膕]
ID: 33188	Hex: 81A4	Char [膤]
ID: 33119	Hex: 815F	Char [腟]
ID: 33171	Hex: 8193	Char [膓]
ID: 33193	Hex: 81A9	Char [膩]
ID: 33200	Hex: 81B0	Char [膰]
ID: 33205	Hex: 81B5	Char [膵]
ID: 33214	Hex: 81BE	Char [膾]
ID: 33208	Hex: 81B8	Char [膸]
ID: 33213	Hex: 81BD	Char [膽]
ID: 33216	Hex: 81C0	Char [臀]
ID: 33218	Hex: 81C2	Char [臂]
ID: 33210	Hex: 81BA	Char [膺]
ID: 33589	Hex: 8335	Char [茵]
ID: 33588	Hex: 8334	Char [茴]
ID: 33558	Hex: 8316	Char [茖]
ID: 33586	Hex: 8332	Char [茲]
ID: 33585	Hex: 8331	Char [茱]
ID: 33600	Hex: 8340	Char [荀]
ID: 33593	Hex: 8339	Char [茹]
ID: 33616	Hex: 8350	Char [荐]
ID: 33605	Hex: 8345	Char [荅]
ID: 33583	Hex: 832F	Char [茯]
ID: 33579	Hex: 832B	Char [茫]
ID: 33559	Hex: 8317	Char [茗]
ID: 33560	Hex: 8318	Char [茘]
ID: 33669	Hex: 8385	Char [莅]
ID: 33690	Hex: 839A	Char [莚]
ID: 33695	Hex: 839F	Char [莟]
ID: 33686	Hex: 8396	Char [莖]
ID: 33571	Hex: 8323	Char [茣]
ID: 33678	Hex: 838E	Char [莎]
ID: 33671	Hex: 8387	Char [莇]
ID: 33674	Hex: 838A	Char [莊]
ID: 33660	Hex: 837C	Char [荼]
ID: 33717	Hex: 83B5	Char [莵]
ID: 33651	Hex: 8373	Char [荳]
ID: 33653	Hex: 8375	Char [荵]
ID: 33696	Hex: 83A0	Char [莠]
ID: 33704	Hex: 83A8	Char [莨]
ID: 33780	Hex: 83F4	Char [菴]
ID: 34113	Hex: 8541	Char [蕁]
ID: 34306	Hex: 8602	Char [蘂]
ID: 34123	Hex: 854B	Char [蕋]
ID: 34133	Hex: 8555	Char [蕕]
ID: 34212	Hex: 85A4	Char [薤]
ID: 34184	Hex: 8588	Char [薈]
ID: 34193	Hex: 8591	Char [薑]
ID: 34216	Hex: 85A8	Char [薨]
ID: 34157	Hex: 856D	Char [蕭]
ID: 34203	Hex: 859B	Char [薛]
ID: 34204	Hex: 859C	Char [薜]
ID: 34167	Hex: 8577	Char [蕷]
ID: 34192	Hex: 8590	Char [薐]
ID: 34249	Hex: 85C9	Char [藉]
ID: 34234	Hex: 85BA	Char [薺]
ID: 34255	Hex: 85CF	Char [藏]
ID: 34233	Hex: 85B9	Char [薹]
ID: 34256	Hex: 85D0	Char [藐]
ID: 34261	Hex: 85D5	Char [藕]
ID: 34269	Hex: 85DD	Char [藝]
ID: 34277	Hex: 85E5	Char [藥]
ID: 34268	Hex: 85DC	Char [藜]
ID: 34297	Hex: 85F9	Char [藹]
ID: 34314	Hex: 860A	Char [蘊]
ID: 34323	Hex: 8613	Char [蘓]
ID: 34643	Hex: 8753	Char [蝓]
ID: 34659	Hex: 8763	Char [蝣]
ID: 34666	Hex: 876A	Char [蝪]
ID: 34821	Hex: 8805	Char [蠅]
ID: 34719	Hex: 879F	Char [螟]
ID: 34690	Hex: 8782	Char [螂]
ID: 34735	Hex: 87AF	Char [螯]
ID: 34763	Hex: 87CB	Char [蟋]
ID: 34749	Hex: 87BD	Char [螽]
ID: 34752	Hex: 87C0	Char [蟀]
ID: 34768	Hex: 87D0	Char [蟐]
ID: 38614	Hex: 96D6	Char [雖]
ID: 34731	Hex: 87AB	Char [螫]
ID: 34756	Hex: 87C4	Char [蟄]
ID: 34739	Hex: 87B3	Char [螳]
ID: 34759	Hex: 87C7	Char [蟇]
ID: 34758	Hex: 87C6	Char [蟆]
ID: 34747	Hex: 87BB	Char [螻]
ID: 34799	Hex: 87EF	Char [蟯]
ID: 34802	Hex: 87F2	Char [蟲]
ID: 34831	Hex: 880F	Char [蠏]
ID: 34829	Hex: 880D	Char [蠍]
ID: 34814	Hex: 87FE	Char [蟾]
ID: 34806	Hex: 87F6	Char [蟶]
ID: 34830	Hex: 880E	Char [蠎]
ID: 34770	Hex: 87D2	Char [蟒]
ID: 34833	Hex: 8811	Char [蠑]
ID: 34838	Hex: 8816	Char [蠖]
ID: 35174	Hex: 8966	Char [襦]
ID: 35172	Hex: 8964	Char [襤]
ID: 35181	Hex: 896D	Char [襭]
ID: 35178	Hex: 896A	Char [襪]
ID: 35183	Hex: 896F	Char [襯]
ID: 35188	Hex: 8974	Char [襴]
ID: 35191	Hex: 8977	Char [襷]
ID: 35198	Hex: 897E	Char [襾]
ID: 35203	Hex: 8983	Char [覃]
ID: 35208	Hex: 8988	Char [覈]
ID: 35210	Hex: 898A	Char [覊]
ID: 35219	Hex: 8993	Char [覓]
ID: 35224	Hex: 8998	Char [覘]
ID: 35233	Hex: 89A1	Char [覡]
ID: 35241	Hex: 89A9	Char [覩]
ID: 35238	Hex: 89A6	Char [覦]
ID: 35244	Hex: 89AC	Char [覬]
ID: 35247	Hex: 89AF	Char [覯]
ID: 35250	Hex: 89B2	Char [覲]
ID: 35258	Hex: 89BA	Char [覺]
ID: 35261	Hex: 89BD	Char [覽]
ID: 35263	Hex: 89BF	Char [覿]
ID: 35264	Hex: 89C0	Char [觀]
ID: 35290	Hex: 89DA	Char [觚]
ID: 35293	Hex: 89DD	Char [觝]
ID: 35303	Hex: 89E7	Char [觧]
ID: 35316	Hex: 89F4	Char [觴]
ID: 35320	Hex: 89F8	Char [觸]
ID: 35350	Hex: 8A16	Char [訖]
ID: 35679	Hex: 8B5F	Char [譟]
ID: 35692	Hex: 8B6C	Char [譬]
ID: 35695	Hex: 8B6F	Char [譯]
ID: 35700	Hex: 8B74	Char [譴]
ID: 35709	Hex: 8B7D	Char [譽]
ID: 35712	Hex: 8B80	Char [讀]
ID: 35724	Hex: 8B8C	Char [讌]
ID: 35726	Hex: 8B8E	Char [讎]
ID: 35730	Hex: 8B92	Char [讒]
ID: 35731	Hex: 8B93	Char [讓]
ID: 35734	Hex: 8B96	Char [讖]
ID: 35737	Hex: 8B99	Char [讙]
ID: 35738	Hex: 8B9A	Char [讚]
ID: 35898	Hex: 8C3A	Char [谺]
ID: 35905	Hex: 8C41	Char [豁]
ID: 35903	Hex: 8C3F	Char [谿]
ID: 35912	Hex: 8C48	Char [豈]
ID: 35916	Hex: 8C4C	Char [豌]
ID: 35918	Hex: 8C4E	Char [豎]
ID: 35920	Hex: 8C50	Char [豐]
ID: 35925	Hex: 8C55	Char [豕]
ID: 35938	Hex: 8C62	Char [豢]
ID: 35948	Hex: 8C6C	Char [豬]
ID: 35960	Hex: 8C78	Char [豸]
ID: 35962	Hex: 8C7A	Char [豺]
ID: 35970	Hex: 8C82	Char [貂]
ID: 35977	Hex: 8C89	Char [貉]
ID: 35973	Hex: 8C85	Char [貅]
ID: 35978	Hex: 8C8A	Char [貊]
ID: 35981	Hex: 8C8D	Char [貍]
ID: 35982	Hex: 8C8E	Char [貎]
ID: 36423	Hex: 8E47	Char [蹇]
ID: 36425	Hex: 8E49	Char [蹉]
ID: 36428	Hex: 8E4C	Char [蹌]
ID: 36432	Hex: 8E50	Char [蹐]
ID: 36424	Hex: 8E48	Char [蹈]
ID: 36452	Hex: 8E64	Char [蹤]
ID: 36448	Hex: 8E60	Char [蹠]
ID: 36451	Hex: 8E63	Char [蹣]
ID: 36437	Hex: 8E55	Char [蹕]
ID: 36470	Hex: 8E76	Char [蹶]
ID: 36466	Hex: 8E72	Char [蹲]
ID: 36476	Hex: 8E7C	Char [蹼]
ID: 36481	Hex: 8E81	Char [躁]
ID: 36485	Hex: 8E85	Char [躅]
ID: 36484	Hex: 8E84	Char [躄]
ID: 36491	Hex: 8E8B	Char [躋]
ID: 36499	Hex: 8E93	Char [躓]
ID: 36497	Hex: 8E91	Char [躑]
ID: 36500	Hex: 8E94	Char [躔]
ID: 36505	Hex: 8E99	Char [躙]
ID: 36522	Hex: 8EAA	Char [躪]
ID: 36513	Hex: 8EA1	Char [躡]
ID: 36550	Hex: 8EC6	Char [軆]
ID: 36529	Hex: 8EB1	Char [躱]
ID: 36943	Hex: 904F	Char [遏]
ID: 36944	Hex: 9050	Char [遐]
ID: 36945	Hex: 9051	Char [遑]
ID: 36946	Hex: 9052	Char [遒]
ID: 36878	Hex: 900E	Char [逎]
ID: 36937	Hex: 9049	Char [遉]
ID: 36926	Hex: 903E	Char [逾]
ID: 36950	Hex: 9056	Char [遖]
ID: 36952	Hex: 9058	Char [遘]
ID: 36958	Hex: 905E	Char [遞]
ID: 36968	Hex: 9068	Char [遨]
ID: 36975	Hex: 906F	Char [遯]
ID: 36982	Hex: 9076	Char [遶]
ID: 38568	Hex: 96A8	Char [隨]
ID: 36978	Hex: 9072	Char [遲]
ID: 36994	Hex: 9082	Char [邂]
ID: 36989	Hex: 907D	Char [遽]
ID: 36993	Hex: 9081	Char [邁]
ID: 36992	Hex: 9080	Char [邀]
ID: 37007	Hex: 908F	Char [邏]
ID: 37039	Hex: 90AF	Char [邯]
ID: 37041	Hex: 90B1	Char [邱]
ID: 37045	Hex: 90B5	Char [邵]
ID: 37090	Hex: 90E2	Char [郢]
ID: 37092	Hex: 90E4	Char [郤]
ID: 25160	Hex: 6248	Char [扈]
ID: 37122	Hex: 9102	Char [鄂]
ID: 37657	Hex: 9319	Char [錙]
ID: 37666	Hex: 9322	Char [錢]
ID: 37658	Hex: 931A	Char [錚]
ID: 37667	Hex: 9323	Char [錣]
ID: 37685	Hex: 9335	Char [錵]
ID: 37691	Hex: 933B	Char [錻]
ID: 37728	Hex: 9360	Char [鍠]
ID: 37756	Hex: 937C	Char [鍼]
ID: 37742	Hex: 936E	Char [鍮]
ID: 37718	Hex: 9356	Char [鍖]
ID: 37808	Hex: 93B0	Char [鎰]
ID: 37804	Hex: 93AC	Char [鎬]
ID: 37805	Hex: 93AD	Char [鎭]
ID: 37780	Hex: 9394	Char [鎔]
ID: 37817	Hex: 93B9	Char [鎹]
ID: 37846	Hex: 93D6	Char [鏖]
ID: 37847	Hex: 93D7	Char [鏗]
ID: 37864	Hex: 93E8	Char [鏨]
ID: 37861	Hex: 93E5	Char [鏥]
ID: 37848	Hex: 93D8	Char [鏘]
ID: 37827	Hex: 93C3	Char [鏃]
ID: 37853	Hex: 93DD	Char [鏝]
ID: 37840	Hex: 93D0	Char [鏐]
ID: 37832	Hex: 93C8	Char [鏈]
ID: 37860	Hex: 93E4	Char [鏤]
ID: 37914	Hex: 941A	Char [鐚]
ID: 37908	Hex: 9414	Char [鐔]
ID: 37907	Hex: 9413	Char [鐓]
ID: 37891	Hex: 9403	Char [鐃]
ID: 38493	Hex: 965D	Char [陝]
ID: 38495	Hex: 965F	Char [陟]
ID: 38502	Hex: 9666	Char [陦]
ID: 38514	Hex: 9672	Char [陲]
ID: 38508	Hex: 966C	Char [陬]
ID: 38541	Hex: 968D	Char [隍]
ID: 38552	Hex: 9698	Char [隘]
ID: 38549	Hex: 9695	Char [隕]
ID: 38551	Hex: 9697	Char [隗]
ID: 38570	Hex: 96AA	Char [險]
ID: 38567	Hex: 96A7	Char [隧]
ID: 38577	Hex: 96B1	Char [隱]
ID: 38578	Hex: 96B2	Char [隲]
ID: 38576	Hex: 96B0	Char [隰]
ID: 38580	Hex: 96B4	Char [隴]
ID: 38582	Hex: 96B6	Char [隶]
ID: 38584	Hex: 96B8	Char [隸]
ID: 38585	Hex: 96B9	Char [隹]
ID: 38606	Hex: 96CE	Char [雎]
ID: 38603	Hex: 96CB	Char [雋]
ID: 38605	Hex: 96CD	Char [雍]
ID: 35149	Hex: 894D	Char [襍]
ID: 38620	Hex: 96DC	Char [雜]
ID: 38669	Hex: 970D	Char [霍]
ID: 38613	Hex: 96D5	Char [雕]
ID: 38649	Hex: 96F9	Char [雹]
ID: 38660	Hex: 9704	Char [霄]
ID: 38662	Hex: 9706	Char [霆]
ID: 38664	Hex: 9708	Char [霈]
ID: 38675	Hex: 9713	Char [霓]
ID: 39025	Hex: 9871	Char [顱]
ID: 39028	Hex: 9874	Char [顴]
ID: 39027	Hex: 9873	Char [顳]
ID: 39089	Hex: 98B1	Char [颱]
ID: 39094	Hex: 98B6	Char [颶]
ID: 39108	Hex: 98C4	Char [飄]
ID: 39107	Hex: 98C3	Char [飃]
ID: 39110	Hex: 98C6	Char [飆]
ID: 39145	Hex: 98E9	Char [飩]
ID: 39147	Hex: 98EB	Char [飫]
ID: 39177	Hex: 9909	Char [餉]
ID: 39186	Hex: 9912	Char [餒]
ID: 39188	Hex: 9914	Char [餔]
ID: 39192	Hex: 9918	Char [餘]
ID: 39201	Hex: 9921	Char [餡]
ID: 39197	Hex: 991D	Char [餝]
ID: 39198	Hex: 991E	Char [餞]
ID: 39204	Hex: 9924	Char [餤]
ID: 39200	Hex: 9920	Char [餠]
ID: 39212	Hex: 992C	Char [餬]
ID: 39214	Hex: 992E	Char [餮]
ID: 39229	Hex: 993D	Char [餽]
ID: 39230	Hex: 993E	Char [餾]
ID: 39234	Hex: 9942	Char [饂]
ID: 39248	Hex: 9950	Char [饐]
ID: 39243	Hex: 994B	Char [饋]
ID: 39675	Hex: 9AFB	Char [髻]
ID: 39686	Hex: 9B06	Char [鬆]
ID: 39704	Hex: 9B18	Char [鬘]
ID: 39711	Hex: 9B1F	Char [鬟]
ID: 39714	Hex: 9B22	Char [鬢]
ID: 39715	Hex: 9B23	Char [鬣]
ID: 39717	Hex: 9B25	Char [鬥]
ID: 39719	Hex: 9B27	Char [鬧]
ID: 39720	Hex: 9B28	Char [鬨]
ID: 39721	Hex: 9B29	Char [鬩]
ID: 39722	Hex: 9B2A	Char [鬪]
ID: 39726	Hex: 9B2E	Char [鬮]
ID: 39727	Hex: 9B2F	Char [鬯]
ID: 39730	Hex: 9B32	Char [鬲]
ID: 39748	Hex: 9B44	Char [魄]
ID: 39747	Hex: 9B43	Char [魃]
ID: 39759	Hex: 9B4F	Char [魏]
ID: 39757	Hex: 9B4D	Char [魍]
ID: 39758	Hex: 9B4E	Char [魎]
ID: 39761	Hex: 9B51	Char [魑]
ID: 39768	Hex: 9B58	Char [魘]
ID: 39796	Hex: 9B74	Char [魴]
ID: 39827	Hex: 9B93	Char [鮓]
ID: 39811	Hex: 9B83	Char [鮃]
ID: 39830	Hex: 9B96	Char [鮖]
ID: 39831	Hex: 9B97	Char [鮗]
ID: 39839	Hex: 9B9F	Char [鮟]
ID: 39840	Hex: 9BA0	Char [鮠]
ID: 40285	Hex: 9D5D	Char [鵝]
ID: 40286	Hex: 9D5E	Char [鵞]
ID: 40273	Hex: 9D51	Char [鵑]
ID: 40272	Hex: 9D50	Char [鵐]
ID: 40281	Hex: 9D59	Char [鵙]
ID: 40306	Hex: 9D72	Char [鵲]
ID: 40329	Hex: 9D89	Char [鶉]
ID: 40327	Hex: 9D87	Char [鶇]
ID: 40363	Hex: 9DAB	Char [鶫]
ID: 40303	Hex: 9D6F	Char [鵯]
ID: 40314	Hex: 9D7A	Char [鵺]
ID: 40346	Hex: 9D9A	Char [鶚]
ID: 40356	Hex: 9DA4	Char [鶤]
ID: 40361	Hex: 9DA9	Char [鶩]
ID: 40370	Hex: 9DB2	Char [鶲]
ID: 40388	Hex: 9DC4	Char [鷄]
ID: 40385	Hex: 9DC1	Char [鷁]
ID: 40379	Hex: 9DBB	Char [鶻]
ID: 40376	Hex: 9DB8	Char [鶸]
ID: 40378	Hex: 9DBA	Char [鶺]
ID: 40399	Hex: 9DCF	Char [鷏]
ID: 40386	Hex: 9DC2	Char [鷂]
ID: 40409	Hex: 9DD9	Char [鷙]
ID: 40403	Hex: 9DD3	Char [鷓]
ID: 40440	Hex: 9DF8	Char [鷸]
ID: 40422	Hex: 9DE6	Char [鷦]
ID: 40429	Hex: 9DED	Char [鷭]
ID: 40431	Hex: 9DEF	Char [鷯]
ID: 40445	Hex: 9DFD	Char [鷽]
ID: 29796	Hex: 7464	Char [瑤]
ID: 20190	Hex: 4EDE	Char [仞]
ID: 20205	Hex: 4EED	Char [仭]
ID: 20191	Hex: 4EDF	Char [仟]
ID: 20314	Hex: 4F5A	Char [佚]
ID: 20317	Hex: 4F5D	Char [佝]
ID: 20329	Hex: 4F69	Char [佩]
ID: 20335	Hex: 4F6F	Char [佯]
ID: 20374	Hex: 4F96	Char [侖]
ID: 20436	Hex: 4FD4	Char [俔]
ID: 20440	Hex: 4FD8	Char [俘]
ID: 20433	Hex: 4FD1	Char [俑]
ID: 20452	Hex: 4FE4	Char [俤]
ID: 20841	Hex: 5169	Char [兩]
ID: 20842	Hex: 516A	Char [兪]
ID: 20846	Hex: 516E	Char [兮]
ID: 20864	Hex: 5180	Char [冀]
ID: 22232	Hex: 56D8	Char [囘]
ID: 20876	Hex: 518C	Char [册]
ID: 20879	Hex: 518F	Char [冏]
ID: 20881	Hex: 5191	Char [冑]
ID: 20902	Hex: 51A6	Char [冦]
ID: 20898	Hex: 51A2	Char [冢]
ID: 20905	Hex: 51A9	Char [冩]
ID: 20906	Hex: 51AA	Char [冪]
ID: 20913	Hex: 51B1	Char [冱]
ID: 20925	Hex: 51BD	Char [冽]
ID: 20933	Hex: 51C5	Char [凅]
ID: 34389	Hex: 8655	Char [處]
ID: 20969	Hex: 51E9	Char [凩]
ID: 20973	Hex: 51ED	Char [凭]
ID: 21321	Hex: 5349	Char [卉]
ID: 20950	Hex: 51D6	Char [凖]
ID: 21342	Hex: 535E	Char [卞]
ID: 21358	Hex: 536E	Char [卮]
ID: 22808	Hex: 5918	Char [夘]
ID: 21371	Hex: 537B	Char [卻]
ID: 21367	Hex: 5377	Char [卷]
ID: 21398	Hex: 5396	Char [厖]
ID: 21414	Hex: 53A6	Char [厦]
ID: 21413	Hex: 53A5	Char [厥]
ID: 21422	Hex: 53AE	Char [厮]
ID: 21424	Hex: 53B0	Char [厰]
ID: 21443	Hex: 53C3	Char [參]
ID: 31762	Hex: 7C12	Char [簒]
ID: 21471	Hex: 53DF	Char [叟]
ID: 29166	Hex: 71EE	Char [燮]
ID: 21486	Hex: 53EE	Char [叮]
ID: 21480	Hex: 53E8	Char [叨]
ID: 21485	Hex: 53ED	Char [叭]
ID: 21505	Hex: 5401	Char [吁]
ID: 21565	Hex: 543D	Char [吽]
ID: 21919	Hex: 559F	Char [喟]
ID: 21883	Hex: 557B	Char [啻]
ID: 21918	Hex: 559E	Char [喞]
ID: 21934	Hex: 55AE	Char [單]
ID: 21884	Hex: 557C	Char [啼]
ID: 21891	Hex: 5583	Char [喃]
ID: 21895	Hex: 5587	Char [喇]
ID: 21928	Hex: 55A8	Char [喨]
ID: 21983	Hex: 55DF	Char [嗟]
ID: 21956	Hex: 55C4	Char [嗄]
ID: 21980	Hex: 55DC	Char [嗜]
ID: 22036	Hex: 5614	Char [嘔]
ID: 22007	Hex: 55F7	Char [嗷]
ID: 22038	Hex: 5616	Char [嘖]
ID: 22014	Hex: 55FE	Char [嗾]
ID: 22043	Hex: 561B	Char [嘛]
ID: 22009	Hex: 55F9	Char [嗹]
ID: 22094	Hex: 564E	Char [噎]
ID: 22096	Hex: 5650	Char [噐]
ID: 22070	Hex: 5636	Char [嘶]
ID: 22066	Hex: 5632	Char [嘲]
ID: 22072	Hex: 5638	Char [嘸]
ID: 22483	Hex: 57D3	Char [埓]
ID: 22538	Hex: 580A	Char [堊]
ID: 22539	Hex: 580B	Char [堋]
ID: 22553	Hex: 5819	Char [堙]
ID: 22642	Hex: 5872	Char [塲]
ID: 22561	Hex: 5821	Char [堡]
ID: 22626	Hex: 5862	Char [塢]
ID: 22603	Hex: 584B	Char [塋]
ID: 22640	Hex: 5870	Char [塰]
ID: 22589	Hex: 583D	Char [堽]
ID: 22649	Hex: 5879	Char [塹]
ID: 22661	Hex: 5885	Char [墅]
ID: 22713	Hex: 58B9	Char [墹]
ID: 22687	Hex: 589F	Char [墟]
ID: 22699	Hex: 58AB	Char [墫]
ID: 22714	Hex: 58BA	Char [墺]
ID: 22750	Hex: 58DE	Char [壞]
ID: 22715	Hex: 58BB	Char [墻]
ID: 22712	Hex: 58B8	Char [墸]
ID: 22702	Hex: 58AE	Char [墮]
ID: 22725	Hex: 58C5	Char [壅]
ID: 22739	Hex: 58D3	Char [壓]
ID: 22737	Hex: 58D1	Char [壑]
ID: 22745	Hex: 58D9	Char [壙]
ID: 22744	Hex: 58D8	Char [壘]
ID: 22757	Hex: 58E5	Char [壥]
ID: 23229	Hex: 5ABD	Char [媽]
ID: 23267	Hex: 5AE3	Char [嫣]
ID: 23270	Hex: 5AE6	Char [嫦]
ID: 23273	Hex: 5AE9	Char [嫩]
ID: 23254	Hex: 5AD6	Char [嫖]
ID: 23290	Hex: 5AFA	Char [嫺]
ID: 23291	Hex: 5AFB	Char [嫻]
ID: 23308	Hex: 5B0C	Char [嬌]
ID: 23307	Hex: 5B0B	Char [嬋]
ID: 23318	Hex: 5B16	Char [嬖]
ID: 23338	Hex: 5B2A	Char [嬪]
ID: 23350	Hex: 5B36	Char [嬶]
ID: 23358	Hex: 5B3E	Char [嬾]
ID: 23363	Hex: 5B43	Char [孃]
ID: 23365	Hex: 5B45	Char [孅]
ID: 23360	Hex: 5B40	Char [孀]
ID: 23377	Hex: 5B51	Char [孑]
ID: 23386	Hex: 5B5A	Char [孚]
ID: 23387	Hex: 5B5B	Char [孛]
ID: 23397	Hex: 5B65	Char [孥]
ID: 23401	Hex: 5B69	Char [孩]
ID: 23408	Hex: 5B70	Char [孰]
ID: 23411	Hex: 5B73	Char [孳]
ID: 23413	Hex: 5B75	Char [孵]
ID: 23416	Hex: 5B78	Char [學]
ID: 25992	Hex: 6588	Char [斈]
ID: 23418	Hex: 5B7A	Char [孺]
ID: 23839	Hex: 5D1F	Char [崟]
ID: 23835	Hex: 5D1B	Char [崛]
ID: 23828	Hex: 5D14	Char [崔]
ID: 23842	Hex: 5D22	Char [崢]
ID: 23833	Hex: 5D19	Char [崙]
ID: 23832	Hex: 5D18	Char [崘]
ID: 23884	Hex: 5D4C	Char [嵌]
ID: 23890	Hex: 5D52	Char [嵒]
ID: 23886	Hex: 5D4E	Char [嵎]
ID: 23883	Hex: 5D4B	Char [嵋]
ID: 23916	Hex: 5D6C	Char [嵬]
ID: 23923	Hex: 5D73	Char [嵳]
ID: 23926	Hex: 5D76	Char [嵶]
ID: 23943	Hex: 5D87	Char [嶇]
ID: 23940	Hex: 5D84	Char [嶄]
ID: 23938	Hex: 5D82	Char [嶂]
ID: 23970	Hex: 5DA2	Char [嶢]
ID: 23965	Hex: 5D9D	Char [嶝]
ID: 23982	Hex: 5DAE	Char [嶮]
ID: 23952	Hex: 5D90	Char [嶐]
ID: 23991	Hex: 5DB7	Char [嶷]
ID: 23996	Hex: 5DBC	Char [嶼]
ID: 24009	Hex: 5DC9	Char [巉]
ID: 24013	Hex: 5DCD	Char [巍]
ID: 24019	Hex: 5DD3	Char [巓]
ID: 24018	Hex: 5DD2	Char [巒]
ID: 24027	Hex: 5DDB	Char [巛]
ID: 24401	Hex: 5F51	Char [彑]
ID: 24406	Hex: 5F56	Char [彖]
ID: 24429	Hex: 5F6D	Char [彭]
ID: 24451	Hex: 5F83	Char [徃]
ID: 24447	Hex: 5F7F	Char [彿]
ID: 24458	Hex: 5F8A	Char [徊]
ID: 24465	Hex: 5F91	Char [徑]
ID: 24455	Hex: 5F87	Char [徇]
ID: 24478	Hex: 5F9E	Char [從]
ID: 24473	Hex: 5F99	Char [徙]
ID: 24472	Hex: 5F98	Char [徘]
ID: 24493	Hex: 5FAD	Char [徭]
ID: 24508	Hex: 5FBC	Char [徼]
ID: 24534	Hex: 5FD6	Char [忖]
ID: 24571	Hex: 5FFB	Char [忻]
ID: 24548	Hex: 5FE4	Char [忤]
ID: 24568	Hex: 5FF8	Char [忸]
ID: 24561	Hex: 5FF1	Char [忱]
ID: 24541	Hex: 5FDD	Char [忝]
ID: 24755	Hex: 60B3	Char [悳]
